frame_id,tiempo_ms,persona_id,lado,x_hombro,y_hombro,conf_hombro,x_cadera,y_cadera,conf_cadera
21,135.66,3,Izq,1060.44,513.25,0.99,1056.52,603.02,0.99
22,111.06,0,Der,796.85,485.91,1.00,815.09,590.89,1.00
22,111.06,1,Der,670.69,459.94,0.99,682.28,573.86,1.00
22,111.06,2,Der,911.99,507.96,0.99,926.60,603.62,0.99
22,111.06,3,Izq,1061.19,513.53,0.99,1057.43,603.69,0.99
23,127.54,0,Der,798.03,486.06,1.00,817.59,590.29,1.00
23,127.54,1,Der,671.07,459.83,0.99,681.98,572.81,1.00
23,127.54,2,Der,911.49,509.42,0.99,928.03,604.20,0.99
23,127.54,3,Izq,1061.06,511.94,0.99,1056.31,600.13,0.99
24,115.61,0,Der,799.19,485.40,1.00,817.82,590.72,1.00
24,115.61,1,Der,672.32,461.22,0.99,683.24,573.14,1.00
24,115.61,2,Der,910.33,508.59,0.99,926.25,603.77,0.99
24,115.61,3,Izq,1061.22,511.01,0.99,1054.98,600.22,0.99
25,132.19,0,Der,800.69,485.89,1.00,818.92,590.62,1.00
25,132.19,1,Der,672.66,461.12,0.99,684.05,574.60,1.00
25,132.19,2,Izq,1061.46,512.03,0.99,1057.70,601.61,0.99
25,132.19,3,Der,911.39,509.59,0.99,927.49,603.63,0.99
26,130.76,0,Der,802.30,485.90,1.00,821.05,589.03,1.00
26,130.76,1,Der,674.50,460.69,0.99,685.78,573.79,1.00
26,130.76,2,Izq,1063.49,511.54,0.99,1059.69,600.34,0.99
26,130.76,3,Der,915.20,510.82,0.99,930.82,603.34,0.99
27,169.12,0,Der,803.40,484.16,1.00,821.36,587.08,1.00
27,169.12,1,Der,676.56,459.71,0.99,687.15,572.02,1.00
27,169.12,2,Izq,1064.70,510.53,0.99,1060.31,601.13,0.99
27,169.12,3,Der,917.07,508.48,0.99,931.27,599.74,0.99
28,133.42,0,Der,804.66,483.30,0.99,822.11,585.86,1.00
28,133.42,1,Der,678.46,460.10,0.99,689.88,572.07,1.00
28,133.42,2,Izq,1065.80,511.56,0.99,1061.60,601.07,0.99
28,133.42,3,Der,918.24,508.76,0.99,931.86,599.36,0.99
29,128.77,0,Der,806.52,482.14,0.99,823.59,585.04,1.00
29,128.77,1,Der,678.96,456.66,0.99,693.64,567.67,1.00
29,128.77,2,Izq,1068.47,509.46,0.99,1063.46,599.19,0.99
29,128.77,3,Der,922.55,507.40,0.99,934.43,597.64,0.99
30,116.89,0,Der,807.47,483.07,0.99,825.07,586.25,1.00
30,116.89,1,Der,680.74,458.80,0.99,692.92,570.45,0.99
30,116.89,2,Izq,1069.04,510.43,0.99,1063.70,598.83,0.99
30,116.89,3,Der,924.83,508.33,0.99,936.87,599.25,0.99
31,114.95,0,Der,681.25,457.66,0.99,693.84,569.45,0.99
31,114.95,1,Izq,873.34,479.16,0.99,868.33,585.86,1.00
31,114.95,2,Izq,1069.87,509.74,0.99,1064.71,596.67,0.99
31,114.95,3,Der,927.27,512.53,0.99,939.47,602.02,0.99
32,115.64,0,Der,682.09,456.84,0.99,695.06,569.47,0.99
32,115.64,1,Der,809.04,481.96,0.99,825.73,585.63,1.00
32,115.64,2,Izq,1070.69,508.19,0.99,1065.96,596.66,0.99
32,115.64,3,Der,928.58,512.09,0.99,940.71,602.89,0.99
33,112.70,0,Der,682.67,456.93,0.99,695.97,568.02,0.99
