frame,person_id,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf
141,0,423,280,0.9017689228057861,436,281,0.9942446351051331,428,327,0.9692810773849487,436,328,0.9946258664131165
142,0,425,280,0.9004383683204651,433,282,0.9936228394508362,429,327,0.9635241627693176,435,328,0.9932634234428406
143,0,428,280,0.8924332857131958,431,281,0.9928162097930908,431,326,0.9618616700172424,434,327,0.992815375328064
144,0,430,279,0.8802447319030762,430,279,0.9918519854545593,432,325,0.9552879333496094,433,325,0.9914870262145996
145,0,433,278,0.8497146964073181,428,279,0.9888893365859985,435,324,0.9415632486343384,432,325,0.9882728457450867
146,0,435,277,0.8537003397941589,427,278,0.9899152517318726,437,324,0.9454486966133118,432,325,0.9895245432853699
147,0,436,278,0.8757068514823914,427,279,0.9914594888687134,438,324,0.9568610787391663,433,325,0.991689145565033
148,0,436,278,0.885036826133728,427,279,0.9918421506881714,438,324,0.9568598866462708,433,325,0.991456925868988
149,0,436,278,0.9104763269424438,427,280,0.9932190775871277,438,325,0.9692800641059875,433,326,0.9936203360557556
150,0,438,279,0.9425811171531677,427,280,0.9934404492378235,438,325,0.9706475734710693,432,326,0.992026150226593
151,0,438,279,0.9483287334442139,427,280,0.9936662316322327,439,326,0.9716998338699341,432,326,0.9919530749320984
152,0,438,279,0.9529163241386414,426,280,0.9940061569213867,439,326,0.9748669266700745,432,326,0.9926885962486267
153,0,438,279,0.94569331407547,427,280,0.9935780763626099,439,325,0.9749861359596252,432,326,0.9930458664894104
154,0,439,280,0.9509088397026062,426,280,0.9940149188041687,439,325,0.9738540053367615,432,326,0.9925516843795776
155,0,439,279,0.9341964721679688,426,279,0.9942337870597839,439,326,0.9741644263267517,432,326,0.9940980672836304
156,0,439,280,0.9370715022087097,426,279,0.9942194223403931,439,326,0.9714805483818054,431,326,0.9932953715324402
157,0,440,280,0.9321014285087585,426,280,0.9938072562217712,440,326,0.9655779600143433,431,326,0.9919413328170776
158,0,442,279,0.9510130882263184,426,281,0.9938150644302368,441,324,0.9628495573997498,431,325,0.9892069101333618
159,0,442,280,0.9496521353721619,426,281,0.9935140609741211,441,325,0.9592071771621704,431,326,0.988032341003418
160,0,442,279,0.9557913541793823,425,280,0.9938915967941284,441,325,0.9625542163848877,431,326,0.9885236620903015
161,0,443,280,0.9628424644470215,425,281,0.9939069151878357,441,325,0.9632055163383484,430,326,0.9875189661979675
162,0,443,281,0.9712228178977966,424,281,0.9942576885223389,442,326,0.9695520401000977,430,327,0.9884166121482849
163,0,444,281,0.9747998714447021,424,281,0.99399733543396,442,326,0.9726529121398926,430,327,0.9884816408157349
164,0,445,281,0.9812085628509521,424,281,0.9940817952156067,443,326,0.9796547293663025,430,327,0.9898642897605896
165,0,446,281,0.9854984283447266,424,281,0.9942784309387207,443,326,0.9850812554359436,430,327,0.991532027721405
166,0,446,281,0.9897540211677551,423,281,0.9948129653930664,443,327,0.9889019727706909,430,328,0.9926758408546448
167,0,447,282,0.9915283918380737,423,282,0.9943404197692871,443,328,0.9908168315887451,429,329,0.9928364157676697
168,0,447,283,0.9946823716163635,422,282,0.9948887228965759,444,328,0.9950364232063293,429,329,0.9952349066734314
169,0,448,283,0.9948813915252686,422,282,0.9954686164855957,443,328,0.9956133365631104,428,328,0.9960054755210876
170,0,448,283,0.9945486187934875,422,282,0.9960028529167175,443,328,0.9955371618270874,427,328,0.9963860511779785
171,0,449,283,0.9943187832832336,422,282,0.9962592124938965,443,328,0.9954285621643066,427,328,0.9965272545814514
172,0,449,283,0.9945333003997803,422,283,0.996330201625824,444,329,0.9957642555236816,427,329,0.9967545866966248
173,0,449,282,0.9935451745986938,422,282,0.9958842396736145,444,329,0.994156002998352,427,329,0.9956138134002686
174,0,450,283,0.9938083291053772,422,283,0.9957988858222961,444,329,0.9945700764656067,427,329,0.99577397108078
175,0,450,283,0.9945072531700134,422,283,0.9952924251556396,444,329,0.9951030015945435,427,329,0.9956581592559814
176,0,450,283,0.9952108263969421,422,283,0.9945337772369385,444,330,0.995591938495636,427,330,0.9953579306602478
177,0,449,283,0.9959999322891235,422,284,0.9943653345108032,444,330,0.996638298034668,427,331,0.9960577487945557
178,0,449,283,0.9953858256340027,421,284,0.9926837086677551,443,331,0.9953195452690125,426,331,0.9940452575683594
179,0,449,284,0.9953240752220154,421,285,0.9929807186126709,444,332,0.9951812624931335,426,332,0.9940751791000366
180,0,449,284,0.9953304529190063,420,285,0.9941032528877258,443,332,0.995471715927124,426,332,0.9949983358383179
181,0,448,284,0.9954904913902283,419,285,0.9942907094955444,443,332,0.9957505464553833,425,333,0.9953250885009766
182,0,448,283,0.9955547451972961,419,284,0.9939999580383301,443,332,0.9961106181144714,425,333,0.9955891370773315
183,0,447,282,0.9954589605331421,418,285,0.9941154718399048,443,331,0.9962564706802368,424,332,0.9958640336990356
184,0,447,282,0.9949942231178284,417,284,0.9945483803749084,442,331,0.9961279034614563,424,332,0.9961768388748169
185,0,446,282,0.9962350726127625,415,284,0.9951913356781006,442,331,0.9972761273384094,423,332,0.9970467686653137
186,0,445,282,0.9947596192359924,415,284,0.9956274032592773,442,331,0.9961121678352356,423,332,0.9965509176254272
187,0,444,282,0.9950737357139587,414,284,0.9954912066459656,441,331,0.996264636516571,422,332,0.9964974522590637
188,0,444,282,0.9952735304832458,414,284,0.9956384301185608,442,331,0.9964812994003296,422,332,0.9966840147972107
189,0,444,281,0.99542635679245,413,283,0.995486319065094,441,331,0.9967610239982605,422,332,0.996825098991394
190,0,444,281,0.9952707886695862,413,283,0.995435893535614,442,331,0.9963682889938354,422,332,0.9964836835861206
191,0,444,281,0.9953784942626953,412,283,0.9954706430435181,442,331,0.9964157342910767,422,332,0.996494472026825
192,0,443,281,0.995368480682373,412,283,0.9953314661979675,441,332,0.9968942403793335,422,332,0.9969255328178406
193,0,443,281,0.99519944190979,412,283,0.9953397512435913,442,332,0.9968446493148804,422,333,0.9969340562820435
194,0,443,282,0.9948509335517883,412,283,0.9949179887771606,442,334,0.9970802664756775,422,335,0.9971381425857544
195,0,444,283,0.9951077699661255,412,284,0.9948304295539856,442,335,0.9971340894699097,422,336,0.9970878958702087
196,0,444,283,0.9960185885429382,412,285,0.9948834776878357,441,336,0.9976664781570435,421,337,0.997462272644043
197,0,445,284,0.9952301979064941,412,286,0.9944126009941101,441,337,0.9973028898239136,421,337,0.9970883727073669
198,0,445,284,0.996496856212616,412,286,0.9940392971038818,441,338,0.997912585735321,421,339,0.9973276853561401
199,0,445,284,0.9968083500862122,413,286,0.9938866496086121,441,338,0.9981075525283813,421,339,0.9973981380462646
200,0,446,284,0.9970993995666504,413,286,0.9939504861831665,441,339,0.9982811212539673,421,339,0.997519314289093
201,0,446,283,0.9973806738853455,413,284,0.9940996170043945,442,338,0.9984605312347412,421,338,0.9976940751075745
202,0,447,283,0.9974114298820496,413,283,0.993929386138916,443,338,0.9984403252601624,421,338,0.9976122379302979
203,0,447,281,0.9973692893981934,413,282,0.9935280680656433,443,338,0.9984564781188965,422,338,0.997576892375946
204,0,448,281,0.9974732995033264,413,281,0.9932613968849182,443,337,0.9985594153404236,422,337,0.9976317882537842
205,0,448,279,0.9974521994590759,413,279,0.9936104416847229,443,336,0.9985747337341309,422,336,0.9977287650108337
206,0,448,278,0.9971651434898376,413,279,0.9933393597602844,443,336,0.9984831213951111,422,336,0.9976801872253418
207,0,448,278,0.9971277117729187,413,279,0.9929966330528259,443,336,0.9984272718429565,422,336,0.9975577592849731
208,0,448,278,0.9968903660774231,413,279,0.9929554462432861,443,336,0.9982419013977051,421,336,0.9974039196968079
209,0,448,277,0.9968096613883972,413,279,0.9921814203262329,443,336,0.9982654452323914,421,336,0.9973189234733582
210,0,449,277,0.996867835521698,413,279,0.9921377301216125,443,336,0.9983828067779541,421,337,0.9974690675735474
