frame,dist_euclid_shlders,dist_manh_shlders,dist_euclid_left_shoulder_hip,dist_manh_left_shoulder_hip,dist_euclid_right_shoulder_hip,dist_manh_right_shoulder_hip,dist_euclid_hips,dist_manh_hips,time_frame_sec,cpu_percent,memory_percent
0,4.6511304892430925,4.726318359375,54.88507569670661,58.44071960449219,54.0750022472567,56.18339538574219,3.2247728101878246,3.9278564453125,0.31554698944091797,0.0,2.194255363125018
1,4.56136120054643,4.90228271484375,54.25732186930381,57.26548767089844,53.56130722756617,54.90057373046875,2.9733540058581776,3.7868804931640625,0.18857240676879883,22.294444444444444,2.3986573417224077
2,4.141510213193278,4.7888031005859375,54.4490683004357,57.96034240722656,54.08513027485833,56.0838623046875,2.6747066478790953,3.474334716796875,0.19735217094421387,27.822222222222223,2.391579336451752
3,4.02971897338984,4.189971923828125,55.80252832623595,59.25483703613281,55.04451688293801,56.99659729003906,2.589216508936613,3.291412353515625,0.19101357460021973,15.950000000000001,2.391579336451752
4,3.378382450673213,4.3871917724609375,56.18198836798718,59.85774230957031,56.189072609880334,58.2318115234375,1.8243389786895716,2.566253662109375,0.17455267906188965,28.983333333333334,2.3919971353739777
5,3.2999755488663536,4.3919525146484375,56.79954210459321,60.91203308105469,56.8604099503099,59.393951416015625,1.802512961467434,2.548431396484375,0.17673635482788086,28.405555555555555,2.392021711781168
6,2.417182934150825,3.3505401611328125,57.35850788547494,61.051910400390625,57.51959747884828,59.95182800292969,1.2942539512769644,1.780975341796875,0.18542957305908203,25.466666666666665,2.392021711781168
7,2.6313095627995287,3.616455078125,57.03413159453168,60.88621520996094,57.186552426928564,59.58366394042969,1.3315133978732412,1.83428955078125,0.18128323554992676,27.711111111111112,2.394749692979233
8,2.018702960878,2.758392333984375,58.55822406110704,61.60011291503906,56.7481592325285,59.25721740722656,0.4545858579680098,0.490570068359375,0.1863234043121338,34.51111111111111,2.3947988457936127
9,2.599543680447187,3.349334716796875,58.156605177004344,61.05126953125,58.07159041552903,59.655426025390625,1.4281224879163439,2.01611328125,0.16670703887939453,29.700000000000003,2.395216644715839
10,2.5003989533240385,3.2258758544921875,57.82411647274413,60.144439697265625,57.7959137255581,58.780303955078125,1.3011101402336593,1.8381195068359375,0.1707756519317627,23.605555555555554,2.395216644715839
11,2.4041834823575754,3.1651763916015625,57.57631157889784,60.1767578125,57.61392660647283,58.99407958984375,1.2862036978934974,1.8180084228515625,0.17803144454956055,25.62777777777778,2.395216644715839
12,0,0,0,0,0,0,0,0,0.20249295234680176,26.133333333333333,2.395216644715839
13,2.3368022240747166,3.11968994140625,58.20436545704873,60.60987854003906,58.307421675489856,59.23103332519531,1.0424921477331404,1.44580078125,0.19031953811645508,31.200000000000003,2.3953886795661674
14,2.788910662843299,3.7637176513671875,56.1881327153889,58.62158203125,56.437010415233644,57.268951416015625,1.2896018205029895,1.8155059814453125,0.1996293067932129,24.26111111111111,2.4091268911852537
15,2.5468172320223976,3.538909912109375,57.45133606530447,59.9896240234375,57.76054510972417,58.84895324707031,1.2359408941483039,1.6832733154296875,0.1912398338317871,36.81666666666667,2.4091268911852537
16,2.46653146898855,3.4852752685546875,56.82415974273956,59.3138427734375,57.230721112785844,58.34452819824219,1.2801413846238274,1.610748291015625,0.19257760047912598,25.22222222222222,2.4091268911852537
17,2.485724822318518,3.5145721435546875,55.73057417857465,58.25553894042969,56.196972815324905,57.44615173339844,1.342594444916149,1.6808319091796875,0.19330954551696777,35.28888888888889,2.4091268911852537
18,2.312290554342167,3.2455902099609375,55.74638993907316,58.463348388671875,55.98124167754231,57.453033447265625,1.2547056192692168,1.6659393310546875,0.1910388469696045,29.91111111111111,2.4091514675924435
19,1.994020632160974,2.8197021484375,55.969984416260544,58.403656005859375,56.21041052123434,57.576568603515625,1.1851998509425477,1.43505859375,0.17821049690246582,25.22222222222222,2.4091514675924435
20,2.1185399212695843,2.991302490234375,55.70433112635338,58.2130126953125,55.91999936953039,57.37553405761719,1.2542515381230466,1.6429595947265625,0.17167448997497559,26.961111111111112,2.4094955372931004
21,2.524684690250385,3.519500732421875,55.948704866648704,58.65876770019531,56.199407322615976,57.71141052246094,1.4174509508592337,1.97442626953125,0.1784956455230713,22.727777777777778,2.409667572143429
22,2.4919969172780028,3.4662628173828125,55.76541520338252,58.73719787597656,55.93857574611639,57.71238708496094,1.43070046057961,1.9857025146484375,0.18022990226745605,24.58888888888889,2.4091514675924435
23,2.0234013473312373,2.8290557861328125,54.27821549677144,57.30986022949219,54.29804505921101,56.09942626953125,1.171390886843963,1.461151123046875,0.18720626831054688,23.683333333333334,2.4094955372931004
24,2.0373580507441673,2.83203125,56.555106606693315,59.67506408691406,56.533500228703836,58.36811828613281,1.1614767099503345,1.4473876953125,0.18289399147033691,32.47777777777778,2.4091514675924435
25,2.4645090310871045,2.8953399658203125,55.80008982163918,58.035888671875,55.18424628561844,56.30155944824219,1.648619551346004,2.3223876953125,0.2043313980102539,20.333333333333332,2.4091514675924435
26,1.2635585010506807,1.7869415283203125,56.13244797761459,57.2764892578125,55.76726019461774,56.2552490234375,1.2693373261489762,1.4765777587890625,0.19512271881103516,25.466666666666665,2.4101591002872245
27,0.6434746934568579,0.7445831298828125,56.82000514945498,58.93516540527344,56.42337798161704,58.15361022949219,1.0568975526922193,1.3047332763671875,0.19777655601501465,34.333333333333336,2.2451039496006704
28,1.511306165870026,2.0035552978515625,54.614944715242984,55.64190673828125,54.48796099108688,55.46031188964844,1.616936398387073,2.185150146484375,0.18558406829833984,26.577777777777776,2.453413576941235
