frame,dist_euclid_shlders,dist_manh_shlders,dist_euclid_left_shoulder_hip,dist_manh_left_shoulder_hip,dist_euclid_right_shoulder_hip,dist_manh_right_shoulder_hip,dist_euclid_hips,dist_manh_hips,time_frame_sec,cpu_percent,memory_percent
0,2.0474251037950943,2.0587158203125,54.28936689369662,55.45063781738281,53.26650999728409,54.50099182128906,1.0245740127423941,1.08642578125,0.07431459426879883,6.466666666666667,3.058435569139209
1,2.061723493620824,2.735137939453125,56.16725255735381,57.690032958984375,55.29687908125064,56.634124755859375,1.2107407983100258,1.679229736328125,0.06919598579406738,19.666666666666668,3.062638134768661
2,1.084130664460841,1.3637237548828125,55.16538498464499,57.03338623046875,55.179770141168376,57.40238952636719,1.0333170895559922,1.069671630859375,0.0690774917602539,15.944444444444445,3.0630559336908876
3,2.4653604756643053,3.486541748046875,49.1615084652767,51.41285705566406,48.88832101129834,52.00775146484375,1.6400767989284557,2.2403411865234375,0.06887698173522949,13.583333333333334,3.0630559336908876
4,0,0,0,0,0,0,0,0,0.06870651245117188,17.311111111111114,3.0630559336908876
5,3.715176736010343,5.239898681640625,47.92826771187999,50.29298400878906,47.135723881632785,50.62260437011719,2.240914144789933,3.16864013671875,0.0708320140838623,24.016666666666666,3.0630559336908876
6,3.14458488898406,4.0968017578125,51.21347694933142,53.48309326171875,51.25493355071951,54.626678466796875,2.094526900488262,2.903472900390625,0.07209515571594238,12.994444444444445,3.0630559336908876
7,2.2094336313942664,2.9907684326171875,50.961005728195545,52.83985900878906,51.17738236228286,54.283172607421875,1.3632101464652298,1.851104736328125,0.07091426849365234,23.97222222222222,3.063129662912457
8,3.026750907416528,3.9284820556640625,51.34001471113795,53.676055908203125,51.48885518621811,55.28224182128906,1.7186991361656219,2.428802490234375,0.07086014747619629,17.955555555555556,3.063129662912457
9,2.8527861419257787,3.31353759765625,51.18068350444895,52.8912353515625,51.69539665477193,54.87286376953125,1.5803796158733892,2.21197509765625,0.06903600692749023,25.85,3.0632033921340263
10,3.7160747626740362,4.2811431884765625,49.51270558098225,51.16777038574219,49.96420640774408,53.26087951660156,2.1688812385195346,2.9148406982421875,0.0692129135131836,19.633333333333333,3.0632033921340263
11,3.13365662483039,3.581939697265625,48.43471705087085,50.73936462402344,49.421930381719825,53.150238037109375,2.094602804874123,2.9555511474609375,0.06754803657531738,17.62222222222222,3.0633262741699747
12,3.521054769326512,3.9451141357421875,52.54446396085849,54.27397155761719,53.048020124874256,56.27899169921875,2.107850407939257,2.796112060546875,0.06843090057373047,14.922222222222224,3.0633262741699747
13,6.8191611563972545,7.1447296142578125,53.32843516117544,54.517181396484375,53.96951876715892,57.71656799316406,4.2123497925073,4.974273681640625,0.06825971603393555,22.41111111111111,3.0633262741699747
14,7.283098794817608,7.2891082763671875,53.46024759494806,54.98054504394531,54.268594015040314,58.427978515625,4.540011625151623,5.1444091796875,0.06768584251403809,30.16111111111111,3.0633262741699747
15,8.7075341262571,9.30474853515625,51.88000716359214,53.732025146484375,52.235092508056674,57.441864013671875,5.125638984833319,5.79364013671875,0.0686638355255127,4.955555555555556,3.0633262741699747
16,12.884443551590877,13.313629150390625,51.3512492178589,51.44374084472656,51.789958974808236,56.825653076171875,7.68481077502312,8.263748168945312,0.06930184364318848,18.327777777777776,3.0633262741699747
17,14.85514630356091,15.837234497070312,50.34903646681521,50.75184631347656,50.54494735739684,56.66656494140625,8.713007356915222,9.465850830078125,0.0705263614654541,10.850000000000001,3.0633262741699747
18,16.820513187254154,17.557952880859375,51.18152690848252,51.71270751953125,51.50649029394259,57.2840576171875,10.149273200577621,10.838287353515625,0.06977248191833496,6.072222222222222,3.0633262741699747
19,10.344395511126423,10.9542236328125,20.545876603495913,27.350433349609375,18.11014863409893,22.342071533203125,6.704710739614864,8.241943359375,0.06860589981079102,13.633333333333333,3.0633262741699747
