euclid_prom,manh_prom
84.57503294218296,91.52300262451172
98.59481757665631,105.6780548095703
94.37206984672844,101.45635986328125
97.28373398382745,104.4455795288086
98.72088282414225,105.81409454345703
97.74824888181007,104.90260314941406
95.95838811203464,103.18329620361328
97.07682327899583,104.07352447509766
101.80418348641837,109.34585571289062
92.54582584365751,99.83287048339844
101.0937542531228,108.49230194091798
102.17013151804153,108.81298828125
101.35174671118692,107.94612884521484
97.53288012283406,104.38373565673828
93.51461695876668,100.15766143798828
98.18026105208422,104.62557220458984
100.81940538795466,106.55196380615234
94.53956720490638,100.03271484375
102.71614996932539,108.5527572631836
103.81541867983334,109.6298599243164
102.37437463037654,108.54334259033203
100.49600011757482,106.67662811279295
101.65521787367952,108.70713806152344
99.7427633306866,106.83264923095703
101.57938591806402,108.63379669189453
105.03624627490268,112.19227600097656
104.25657117259287,111.43132019042969
101.44818822446783,108.69945526123047
102.51815789921369,109.5451431274414
98.44781480882864,105.0186767578125
101.04987707347036,107.69538116455078
95.714068800944,102.16143035888672
101.38834193751525,108.40838623046876
94.37241692966542,100.97535705566406
109.02543925055392,115.41188049316406
106.74563649925375,112.603515625
113.49077212588844,118.58423614501952
115.47777440126904,119.70939636230469
114.06651269327438,118.02859497070312
109.8485484611161,112.8351058959961
18.174220131307646,18.559478759765625
19.42037932907425,22.172561645507812
88.92006394704859,91.7343978881836
80.3382329329232,80.75321960449219
89.63922088976491,91.6244125366211
81.6617792305372,84.31401824951172
90.84640512559304,94.38066101074219
92.21236856748261,95.23880004882812
91.43475138493719,94.34723663330078
91.85345677948163,94.1740951538086
92.53290149677738,95.97176361083984
90.4027867952633,93.73487091064455
91.06934697470086,94.9707260131836
89.99316628112388,95.10836791992188
92.4358646603917,96.36604309082031
93.51988090511462,96.94278717041016
95.53105077620219,98.88575744628906
97.0902791593237,101.0401611328125
99.42875467980278,103.53204345703124
99.2934499780508,102.8019790649414
95.73281620176732,98.66984558105469
99.73218607655264,103.52435302734376
100.20351311121928,102.44644927978516
21.037806660397933,25.441024780273438
20.515405979002395,24.12298583984375
20.315947140108165,23.611618041992188
19.95963990214566,23.89813232421875
86.08424406978885,92.35655212402344
20.317912704277802,23.905166625976562
91.60029478289127,99.30377960205078
96.81489769702091,106.69438171386719
92.03182742645023,101.21012878417969
94.6727554218051,100.82144927978516
93.46663580321521,99.5125732421875
94.79150626921799,100.89868927001953
93.05935010599032,98.9624252319336
95.0551422019202,100.98987579345703
96.17157666733306,103.12890625
94.93454538644555,101.22423553466797
92.07933019986118,97.00444030761719
92.14838041216862,94.20394134521484
91.19430698543664,92.33605194091797
90.2442720355377,95.55189514160156
89.11797220734576,90.14892578125
91.17437114977528,94.72447204589844
91.35073659043053,96.40155792236328
94.98358643403206,97.3656997680664
95.21299430856759,98.14972686767578
94.35182759081053,100.02495574951172
93.31835885964227,98.68344116210938
94.23652764176614,100.10260009765626
96.94754831576101,101.44031524658203
101.23966778631012,106.38187408447266
105.3261572958618,110.51284790039062
103.65171954098534,108.36444091796875
107.41636486191317,110.57832336425781
113.25687377973469,116.73249816894531
102.50047202785805,104.51712799072266
99.67486146779206,102.44967651367188
103.00150260467495,107.27742767333984
96.59410722071561,99.76970672607422
95.94404331939246,101.36458587646484
91.08647846569679,96.68207550048828
86.78907967344182,91.14151000976562
79.80020754211066,83.27692413330078
20.40615810135901,24.9869384765625
73.95580657210829,79.2135238647461
20.174453844427084,24.724945068359375
87.63080060738093,94.142333984375
87.36268622533117,94.44733428955078
83.08194128761488,89.63675689697266
71.47147338510982,76.77835083007812
76.21913762435804,82.54935455322266
70.89560243673682,76.63764190673828
108.84619370103022,119.96931457519531
106.23409458514263,116.90467834472656
105.97798001838203,117.03301239013672
105.62758946400169,116.14469909667967
102.37051677364008,112.38726806640625
104.86570521291542,114.74458312988281
