euclid_prom,manh_prom
32.724992404953355,35.69715118408203
35.910350589415415,39.000396728515625
34.63047298563346,37.715797424316406
35.578526985528256,38.47748565673828
36.94915842657536,39.917930603027344
37.39938157907704,40.181854248046875
37.27607351434287,40.07984161376953
40.12424246730763,42.66845703125
41.397183519718524,44.12568664550781
41.05924802714365,43.70143127441406
41.90821815662568,44.61387634277344
44.21698640714024,46.86096954345703
44.20781362320618,47.016143798828125
46.40921263542144,49.30693817138672
46.333793451878186,49.42414855957031
45.96010375955315,48.5167236328125
43.71093851822588,46.335182189941406
44.5224243608486,46.83289337158203
43.63736258183249,46.476806640625
43.559091596497375,46.38402557373047
42.20849587183655,45.016273498535156
43.66290088970703,46.4332275390625
43.97212296861437,46.74352264404297
44.30570029320265,47.023033142089844
44.48852010015633,47.3231201171875
43.41104175911193,46.250144958496094
43.47352655466033,46.23741149902344
43.91055899991905,46.725250244140625
43.38770226268042,46.213623046875
43.80898120930072,46.606712341308594
45.78944130769859,48.652305603027344
45.01809362624772,47.81121063232422
45.71154263742421,48.354530334472656
43.54575838785526,46.17158508300781
44.57673139373784,47.360687255859375
45.41167571186688,48.17582702636719
46.32974273975486,49.01385498046875
22.45724041379771,28.481613159179688
46.619986647524584,47.43000793457031
46.86716122443052,47.510223388671875
45.43192214795232,46.056861877441406
45.14360512035691,45.714393615722656
45.512240695123495,45.82331848144531
46.69985054519358,47.02821350097656
47.02124605648538,47.603370666503906
46.6662835302479,47.272254943847656
46.69289265009422,47.33003234863281
46.40661866632574,46.95042419433594
46.19678851986933,46.863243103027344
46.0392261573475,46.423240661621094
46.16291705582981,46.58818054199219
45.50129318740994,45.976715087890625
17.93720538875188,20.868301391601562
17.808357428311183,21.518844604492188
17.437886022455107,20.745071411132812
20.889329850083342,25.699844360351562
21.057574410492904,26.179824829101562
21.40578228355578,26.408233642578125
21.52552390649018,26.528411865234375
21.51519609154071,26.735443115234375
21.78590531821526,27.478866577148438
20.73376901961446,25.774993896484375
20.315890302542122,25.318740844726562
41.9125073495827,44.17456817626953
42.98794384198792,45.620201110839844
44.34758629324499,47.35795593261719
41.374478748924474,44.38671875
40.24387585938386,43.17926025390625
43.04498585638102,45.54119110107422
43.758843308965304,46.328575134277344
42.35438585219386,44.56591796875
40.2169454380091,42.39861297607422
42.04024709452524,44.25336456298828
20.326602331785125,24.950820922851562
20.07934326603062,24.482376098632812
43.16786533833735,45.785743713378906
19.856737093093827,23.8101806640625
20.503162345777596,24.897140502929688
20.264719285168454,25.159561157226562
20.101830170154145,24.835067749023438
20.009114957274498,24.653396606445312
19.662054077212282,23.780746459960938
44.16694833588421,46.45489501953125
19.59492168593189,24.301742553710938
45.1287862524712,46.60565185546875
45.755891877558184,47.666412353515625
19.17214966598303,22.389114379882812
44.05234891068218,45.294189453125
21.52738688035774,26.64593505859375
43.76728255553857,44.641929626464844
39.314550233597984,41.33668518066406
37.39742552653257,38.73089599609375
36.2201345627428,37.54084014892578
34.81004027147367,35.70860290527344
19.55514667183882,22.434188842773438
37.37760577012388,38.437599182128906
20.700895451084016,25.47320556640625
20.681582539625616,25.556533813476562
37.14487218129443,38.16161346435547
19.444266485233367,22.851730346679688
